"titlemenu_play","Jogar",
"titlemenu_quit","Sair",               
"titlemenu_settings","Configurações",                 
"titlemenu_tutorial","Tutorial",                           
"gameversion","Versão {a}",		
"shopdirection1","(Clique e arraste em um item para levá-lo ao seu inventário.)",	
"shopdirection2","(Pressione [{a}] em itens do seu inventário para vendê-los.)",		
"item_name0","Calças",		
"item_name1","Macarrão",		
"item_name2","Cacto",		
"item_name3","Lança-Chamas",	
"item_name4","Garra de Lagosta",		
"item_name5","Monstrosidade",		
"item_name6","Jake, a Cobra",		
"item_name7","Morango",		
"item_name8","Nariz",		
"item_name9","Canudo Maluco",		
"item_name10","Ganso Malvado",		
"item_name11","Crânio Flamejante",		
"item_name12","Pepino do Mar",		
"item_name13","Torta Untada",		
"item_name14","Pedro",	
"item_name15","Mosca Agárica",		
"item_name16","Fantoche de Dedo",		
"item_name17","Jacks",		
"item_name18","Croissant",		
"item_name19","Rosquinha",		
"item_name20","Galinha de Borracha",		
"item_name21","1 Tonelada de Penas",		
"item_name22","Dino Dançante",		
"item_name23","Squirmy",	
"item_name24","Gerador",		
"item_name25","Item Teste 1",		
"item_name26","Item Teste 2",		
"item_name27","Item Teste 3",		
"item_name28","Flutty",	
"item_name29","Yeti",		
"item_name30","Kazoo",		
"item_name31","Lula",		
"item_name32","Òculos 3D",		
"item_name33","Bastão de Urânio",		
"item_name34","O Indicador",		
"item_name35","O Pegador",		
"item_name36","Cãochorro Quente",		
"trig_firstpop","Primeiro pino atingido ->",		
"trig_pegpop","Pino atingido ->",		
"trig_pegfullpop","Pino estourado ->",		
"trig_halfsec","Cada meio segundo ->",		
"trig_onesec","Cada segundo ->",		
"trig_oneandhalfsec","Cada 1.5 segundos ->",		
"trig_twosec","Cada 2 segundos ->",	
"trig_twoandhalfsec","Cada 2.5 segundos ->",		
"trig_threesec","Cada 3 segundos ->",		
"trig_threeandhalfsec","Cada 3.5 segundos ->",		
"trig_foursec","Cada 4 segundos ->",		
"trig_fivesec","Cada 5 segundos ->",		
"trig_gainlife","Ganhou uma vida ->",		
"trig_nubbylaunch","Nubby lançado ->",		
"trig_nubbydies","Nubby morre ->",		
"trig_purchaseitem","Ao comprar item ->",		
"trig_hitwall","Nubby bate na parede ->",		
"trig_anysummoned","Sumonou qualquer coisa ->",		
"trig_fivesummoned","Sumonou 5 coisas ->",		
"trig_rankup","Ao subir de ranque ->",		
"trig_sellitem","Ao vender item ->",		
"trig_sellme","Ao vender esse item ->",		
"trig_passgoal","Ao passar o objetivo da rodada ->",		
"trig_boardclear","Ao limpar o tabuleiro ->",		
"trig_twopegspopped","2 pinos atingidos ->",		
"trig_fivepegspopped","5 pinos atingidos ->",		
"trig_tenpegspopped","10 pinos atingidos ->",		
"trig_fifteenpegspopped","15 pinos atingidos ->",		
"trig_thirtypegspopped","30 pinos atingidos ->",		
"trig_enableitem","Qualquer item reativado ->",		
"trig_itemactivate","Qualquer item ativado ->",		
"trig_itemfireleft","Item à minha esquerda é ativado ->",		
"trig_itemfireright","Item à minha direita é ativado ->",		
"trig_itemfireslotone","Item no slot #1 é ativado ->",		
"trig_itemfireslottwo","Item no slot #2 é ativado ->",		
"trig_itemfireslotthree","Item no slot #3 é ativado ->",		
"trig_itemfireslotfour","Item no slot #4 é ativado ->",		
"trig_itemfireslotfive","Item no slot #5 é ativado ->",		
